OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
PIIC_WQX,Prairie Island Indian Community,PIIC_WQX-SL2,Sturgeon Lake 2,Lake,,07040001,,,,,44.6494000000,-92.6525500000,,,,GPS-Unspecified,NAD83,,,,,,,US,27,049,,,,,,,,,,STORET
PIIC_WQX,Prairie Island Indian Community,PIIC_WQX-VR1,Vermillion River 1,River/Stream,,07040001,,,,,44.6212000000,-92.6559700000,,,,GPS-Unspecified,NAD83,,,,,,,US,27,049,,,,,,,,,,STORET
PIIC_WQX,Prairie Island Indian Community,PIIC_WQX-W4,Wetland 4,Wetland Palustrine-Emergent,,07040001,,,,,44.6425800000,-92.6741600000,,,,GPS-Unspecified,NAD83,,,,,,,US,27,049,,,,,,,,,,STORET
REDCLIFF_WQX,Red Cliff Band of Lake Superior Chippewa (WI),REDCLIFF_WQX-CC02,Chicago Creek,River/Stream,,04010301,,,,,46.8623547200,-90.8076361100,,,,Interpolation-Satellite,NAD27,,,,,,,US,55,007,,,,,,,,,,STORET
REDCLIFF_WQX,Red Cliff Band of Lake Superior Chippewa (WI),REDCLIFF_WQX-CC03,Chicago Creek,River/Stream,,04010301,,,,,46.8583638900,-90.7888472200,,,,Interpolation-Satellite,NAD27,,,,,,,US,55,007,,,,,,,,,,STORET
REDCLIFF_WQX,Red Cliff Band of Lake Superior Chippewa (WI),REDCLIFF_WQX-CCM01,Chicago Creek,River/Stream,,,,,,,46.8586638900,-90.7844111100,,,,Interpolation-Satellite,NAD27,,,,,,,US,55,007,,,,,,,,,,STORET
REDCLIFF_WQX,Red Cliff Band of Lake Superior Chippewa (WI),REDCLIFF_WQX-CLC01,Clayton Creek,River/Stream,,04010301,,,,,46.8593470000,-90.8036440000,,,,Interpolation-Satellite,WGS84,,,,,,,US,55,007,,,,,,,,,,STORET
REDCLIFF_WQX,Red Cliff Band of Lake Superior Chippewa (WI),REDCLIFF_WQX-CLC02,Clayton Creek,River/Stream,,04010301,,,,,46.8534250000,-90.7898170000,,,,Interpolation-Satellite,WGS84,,,,,,,US,55,007,,,,,,,,,,STORET
REDCLIFF_WQX,Red Cliff Band of Lake Superior Chippewa (WI),REDCLIFF_WQX-FC01,Frog Creek,River/Stream,,04010301,,,,,46.9057666700,-90.7815944400,,,,Interpolation-Satellite,NAD27,,,,,,,US,55,007,,,,,,,,,,STORET
REDCLIFF_WQX,Red Cliff Band of Lake Superior Chippewa (WI),REDCLIFF_WQX-FCM01,Frog Creek,River/Stream,,04010301,,,,,46.9090666700,-90.7802250000,,,,Interpolation-Satellite,NAD27,,,,,,,US,55,007,,,,,,,,,,STORET
REDCLIFF_WQX,Red Cliff Band of Lake Superior Chippewa (WI),REDCLIFF_WQX-LS01,Lake Superior,Great Lake,,,,,,,46.8540888900,-90.7868555600,,,,Interpolation-Satellite,NAD27,,,,,,,US,55,007,,,,,,,,,,STORET
REDCLIFF_WQX,Red Cliff Band of Lake Superior Chippewa (WI),REDCLIFF_WQX-RCC01,Red Cliff Creek,River/Stream,,04010301,,,,,46.8692950000,-90.8174555600,,,,Interpolation-Satellite,NAD27,,,,,,,US,55,007,,,,,,,,,,STORET
REDCLIFF_WQX,Red Cliff Band of Lake Superior Chippewa (WI),REDCLIFF_WQX-RCC03,Red Cliff Creek,River/Stream,,04010301,,,,,46.8873388900,-90.7895166700,,,,Interpolation-Satellite,NAD27,,,,,,,US,55,007,,,,,,,,,,STORET
REDCLIFF_WQX,Red Cliff Band of Lake Superior Chippewa (WI),REDCLIFF_WQX-RCCM01,Red Cliff Creek,River/Stream,,04010301,,,,,46.8834472200,-90.7740750000,,,,Interpolation-Satellite,NAD27,,,,,,,US,55,007,,,,,,,,,,STORET
REDCLIFF_WQX,Red Cliff Band of Lake Superior Chippewa (WI),REDCLIFF_WQX-RR01,Raspberry River,River/Stream,,04010301,,,,,46.9310166700,-90.8286833300,,,,Interpolation-Satellite,NAD27,,,,,,,US,55,007,,,,,,,,,,STORET
REDCLIFF_WQX,Red Cliff Band of Lake Superior Chippewa (WI),REDCLIFF_WQX-RR03,Raspberry River,River/Stream,,04010301,,,,,46.9175055600,-90.8415527800,,,,Interpolation-Satellite,NAD27,,,,,,,US,55,007,,,,,,,,,,STORET
REDCLIFF_WQX,Red Cliff Band of Lake Superior Chippewa (WI),REDCLIFF_WQX-RRM01,Raspberry River,River/Stream,,04010301,,,,,46.9355611100,-90.8304666700,,,,Interpolation-Satellite,NAD27,,,,,,,US,55,007,,,,,,,,,,STORET
REDCLIFF_WQX,Red Cliff Band of Lake Superior Chippewa (WI),REDCLIFF_WQX-SC01,Sucker Creek,River/Stream,,04010301,,,,,46.9119722200,-90.8941805600,,,,Interpolation-Satellite,NAD27,,,,,,,US,55,007,,,,,,,,,,STORET
REDCLIFF_WQX,Red Cliff Band of Lake Superior Chippewa (WI),REDCLIFF_WQX-SCM01,Sucker Creek,River/Stream,,,,,,,46.9323888900,-90.9167555600,,,,Interpolation-Satellite,NAD27,,,,,,,US,55,007,,,,,,,,,,STORET
REDCLIFF_WQX,Red Cliff Band of Lake Superior Chippewa (WI),REDCLIFF_WQX-SR02,Sand River,River/Stream,,04010301,,,,,46.8991166700,-90.9564833300,,,,Interpolation-Satellite,NAD27,,,,,,,US,55,007,,,,,,,,,,STORET
REDCLIFF_WQX,Red Cliff Band of Lake Superior Chippewa (WI),REDCLIFF_WQX-SRM01,Sand River,River/Stream,,04010301,,,,,46.9333277800,-90.9354305600,,,,Interpolation-Satellite,NAD27,,,,,,,US,55,007,,,,,,,,,,STORET
REDLAKE_WQX,Red Lake DNR,REDLAKE_WQX-09RD003,Sandy River at Gonvick Truck Trail,River/Stream,,09020302,,,,,47.8440150000,-95.2252790000,,,,GPS-Unspecified,NAD83,,,,,,,US,27,029,,,,,,,,,,STORET
REDLAKE_WQX,Red Lake DNR,REDLAKE_WQX-09RD008,Pike Creek on West Fireline Rd,River/Stream,,09020302,,,,,47.8124200000,-94.9558490000,,,,GPS-Unspecified,NAD83,,,,,,,US,27,007,,,,,,,,,,STORET
REDLAKE_WQX,Red Lake DNR,REDLAKE_WQX-10RD011,Hay Creek on Ponemah Rd,River/Stream,,09020302,,,,,47.8743850000,-94.8002620000,,,,GPS-Unspecified,NAD83,,,,,,,US,27,007,,,,,,,,,,STORET
REDLAKE_WQX,Red Lake DNR,REDLAKE_WQX-10RD014,Mud River at MUDR-M,River/Stream,,09020302,,,,,47.8754930000,-94.8999270000,,,,GPS-Unspecified,NAD83,,,,,,,US,27,007,,,,,,,,,,STORET
REDLAKE_WQX,Red Lake DNR,REDLAKE_WQX-BATT-NB,Battle River North Branch,River/Stream,,09020302,,,,,48.0038890000,-94.6764380000,,,,GPS-Unspecified,NAD83,,,,,,,US,27,007,,,,,,,,,,STORET
REDLAKE_WQX,Red Lake DNR,REDLAKE_WQX-BATT-SB,Battle River South Branch,River/Stream,,09020302,,,,,47.9803750000,-94.6764800000,,,,GPS-Unspecified,NAD83,,,,,,,US,27,007,,,,,,,,,,STORET
REDLAKE_WQX,Red Lake DNR,REDLAKE_WQX-BLAC-H,Blackduck River at Hwy 1 Bridge,River/Stream,,09020302,,,,,47.8755000000,-94.7121696000,,,,GPS-Unspecified,NAD83,,,,,,,US,27,007,,,,,,,,,,STORET
REDLAKE_WQX,Red Lake DNR,REDLAKE_WQX-CLWR-B,Clearwater River at Boundary,River/Stream,,09020305,,,,,47.8322550000,-95.4263200000,,,,GPS-Unspecified,NAD83,,,,,,,US,27,029,,,,,,,,,,STORET
REDLAKE_WQX,Red Lake DNR,REDLAKE_WQX-CORM-B,Cormorant River at Hwy 23 Culverts,River/Stream,,09020302,,,,,47.9330810000,-94.6767630000,,,,GPS-Unspecified,NAD83,,,,,,,US,27,007,,,,,,,,,,STORET
REDLAKE_WQX,Red Lake DNR,REDLAKE_WQX-MUDR-M,Mud River Middle,River/Stream,,09020302,,,,,47.8754930000,-94.8999270000,,,,GPS-Unspecified,NAD83,,,,,,,US,27,007,,,,,,,,,,STORET
REDLAKE_WQX,Red Lake DNR,REDLAKE_WQX-MUD-SB,Mud River at South Boundary Road,River/Stream,,09020302,,,,,47.8031409200,-94.8923925200,,,,GPS-Unspecified,NAD83,,,,,,,US,27,007,,,,,,,,,,STORET
REDLAKE_WQX,Red Lake DNR,REDLAKE_WQX-PIKE_BARTONS,Pike Creek at Barton's Camp Trail,River/Stream,,09020302,,,,,47.8512070000,-94.9914270000,,,,GPS-Unspecified,NAD83,,,,,,,US,27,007,,,,,,,,,,STORET
REDLAKE_WQX,Red Lake DNR,REDLAKE_WQX-PIKE-I,Pike Creek Inlet,River/Stream,,09020302,,,,,47.8753790000,-95.0187200000,,,,GPS-Unspecified,NAD83,,,,,,,US,27,007,,,,,,,,,,STORET
REDLAKE_WQX,Red Lake DNR,REDLAKE_WQX-S007-884,S007-884 SHOTLEY BK AT CSAH-23,River/Stream,Shotley Brook  at CSAH-23 sampled as part of SWAG (2014-2015) and Data gap project (2018-2020),09020302,,,,,48.0771700000,-94.5850200000,,,,GPS-Unspecified,NAD83,,,,,,,US,27,007,,,,,,,,,,STORET
REDLAKE_WQX,Red Lake DNR,REDLAKE_WQX-SANR-U,Sandy River Upstream,River/Stream,,09020302,,,,,47.8689500000,-95.2399830000,,,,GPS-Unspecified,NAD83,,,,,,,US,27,029,,,,,,,,,,STORET
REDLAKE_WQX,Red Lake DNR,REDLAKE_WQX-TAMA-B,Tamarac River at Steel Bridge,River/Stream,,09020302,,,,,48.1557610000,-94.5022310000,,,,GPS-Unspecified,NAD83,,,,,,,US,27,007,,,,,,,,,,STORET
STOCKBRIDGE_MUNSEE,Stockbridge_Munsee Community,STOCKBRIDGE_MUNSEE-GLDC1,Gold Creek 1,River/Stream,Culvert about 1 mile north of 5 way intersection. East side of the road. Samples taken down stream from the pool.,04030202,,,,,44.9399600000,-89.0016450000,,,,GPS-Unspecified,NAD83,,,,,,,US,55,115,,,,,,,,,,STORET
STOCKBRIDGE_MUNSEE,Stockbridge_Munsee Community,STOCKBRIDGE_MUNSEE-MICN,Miller Creek Measure N,River/Stream,"Sample site: 3/4 of a mile West of Dodge Farm Rd. and off a stub logging road.  June 27, 2017 - Sampling site was moved up stream 45 ft due to change in geomorphology.",04030202,,,,,44.9207960000,-88.8282970000,,,,GPS-Unspecified,NAD83,,,,,,,US,55,115,,,,,,,,,,STORET
STOCKBRIDGE_MUNSEE,Stockbridge_Munsee Community,STOCKBRIDGE_MUNSEE-MLRR,Moose Lake Red River,River/Stream Perennial,"Station is on River road at culverts, approx. one mile north of Phlox.",04030202,,,,,45.0726820000,-89.0119800000,,,,GPS-Unspecified,NAD83,,,,,,,US,55,067,,,,,,,,,,STORET
STOCKBRIDGE_MUNSEE,Stockbridge_Munsee Community,STOCKBRIDGE_MUNSEE-MLRR2,Moose Lake Red River 2,River/Stream Perennial,Station is approx one mile south east of Phlox. Off of Red River Road which dead ends with a gravel turn around. Permission from private Land owner to cross 150' of private property to access river.,04030202,,,,,45.0437810000,-88.9852590000,,,,GPS-Unspecified,NAD83,,,,,,,US,55,067,,,,,,,,,,STORET
STOCKBRIDGE_MUNSEE,Stockbridge_Munsee Community,STOCKBRIDGE_MUNSEE-NBEMR01,North Branch Embarrass River 01,River/Stream,Sample site off the Mountain Bay Trail below the North Star Casino Bridge. 1 1/4 mi  west of maple Road,04030202,,,,,44.8671980000,-88.9511410000,,,,GPS-Unspecified,NAD83,,,,,,,US,55,115,,,,,,,,,,STORET
STOCKBRIDGE_MUNSEE,Stockbridge_Munsee Community,STOCKBRIDGE_MUNSEE-NBEMR06,North Branch Embarrass River 06,River/Stream,sample taken on north side of county HWY D up stream from culverts. 1 mi west of Bowler.,04030202,,,,,44.8703310000,-88.9988080000,,,,GPS-Unspecified,NAD83,,,,,,,US,55,115,,,,,,,,,,STORET
STOCKBRIDGE_MUNSEE,Stockbridge_Munsee Community,STOCKBRIDGE_MUNSEE-NBEMR11,North Branch Embarrass River 11,River/Stream,Sample taken west side of River rd. 3.4 of a mile south of Mache Dairy Farm.,04030202,,,,,44.9110030000,-89.0826060000,,,,GPS-Unspecified,NAD83,,,,,,,US,55,115,,,,,,,,,,STORET
STOCKBRIDGE_MUNSEE,Stockbridge_Munsee Community,STOCKBRIDGE_MUNSEE-RR3,Red River Gage,River/Stream,Sample taken below USGS gage station on River Rd. 2 mi north west of Morgan.,04030202,,,,,44.8982413600,-88.8441329000,,,,GPS-Unspecified,NAD83,,,,,,,US,55,115,,,,,,,,,,STORET
STOCKBRIDGE_MUNSEE,Stockbridge_Munsee Community,STOCKBRIDGE_MUNSEE-SIC1,Silver Creek 1,River/Stream,Sample taken on west side of the stream. Station located 1 mi north of Silver Creek rd. and Fairview rd. intersection.,04030202,,,,,44.9140110000,-88.9611330000,,,,GPS-Unspecified,NAD83,,,,,,,US,55,115,,,,,,,,,,STORET
STOCKBRIDGE_MUNSEE,Stockbridge_Munsee Community,STOCKBRIDGE_MUNSEE-STRASSBURG1,Strassburg KFO Site 1,River/Stream,"July 2016 station moved down stream to GPS 44.862250, -89.006831 due to land owner dispute. Current location 1 mile south west of bowler ranger station via Mountain Bay Trail. Shawano County trail use permission needed for access.",04030202,,,,,44.8602700000,-89.0217940000,,,,GPS-Unspecified,NAD83,,,,,,,US,55,115,,,,,,,,,,STORET
STOCKBRIDGE_MUNSEE,Stockbridge_Munsee Community,STOCKBRIDGE_MUNSEE-WBRR5,West Branch Red River 5,River/Stream,Sample taken on South side of the bridge. Station location 3/4 of a mile from Red River Road intersection.,04030202,,,,,44.9641360000,-88.9884920000,,,,GPS-Unspecified,NAD83,,,,,,,US,55,115,,,,,,,,,,STORET
USIOUX_WQX,Upper Sioux Community,USIOUX_WQX-FCC: MN River,Firefly Creek Confluence: Minnesota River,River/Stream,Firefly Creek Confluence with the Minnesota River,07020004,,,,,44.7660400000,-95.5157600000,,,,GPS-Unspecified,WGS84,863,ft,,,Unknown,UNKWN,US,27,173,,,,,,,,,,STORET
USIOUX_WQX,Upper Sioux Community,USIOUX_WQX-HZ CK 1A,Hazel Creek 1A,River/Stream,Upstream of original HZ CK 1 site in new property purchased by the Tribe.,07020004,,,,,44.7671000000,-95.5610000000,2000,,,Interpolation-Digital Map Source,OTHER,,,,,,,US,27,173,,,,,,,,,,STORET
USIOUX_WQX,Upper Sioux Community,USIOUX_WQX-HZ CK 2,HAZEL CREEK 2,River/Stream,"Hazel Creek west of USC Roads Shop/Old Firefly Creek Casino,NNW of Roundhouse
Site from 2007-present, correlates to Macroinvertebrate sampling site but not pre-2007 ""HZ 2""",07020004,,,,,44.7607900000,-95.5142000000,,,,GPS-Unspecified,NAD83,,,,,,,US,27,173,,,,,,,,,,STORET
USIOUX_WQX,Upper Sioux Community,USIOUX_WQX-MN R 1,MN RIVER 1,River/Stream,"Minnesota River upstream/above confluence with Hazel Creek
Pow Wow Grounds",07020004,,,,,44.7669886000,-95.5159643000,,,,GPS-Unspecified,NAD83,,,,,,,US,27,173,,,,,,,,,,STORET
USIOUX_WQX,Upper Sioux Community,USIOUX_WQX-MN R 2,MN RIVER 2,River/Stream,"Minnesota River 2, upstream of USC drainfield/Waste Water Treatment Plant",07020004,,,,,44.7522800000,-95.4911900000,,,,GPS-Unspecified,NAD83,,,,,,,US,27,023,,,,,,,,,,STORET
USIOUX_WQX,Upper Sioux Community,USIOUX_WQX-MN R 3,MN RIVER 3,River/Stream,"Minnesota River 3, downstream of USC drainfield/Waste Water Treatment Plant",07020004,,,,,44.7509800000,-95.4867000000,,,,GPS-Unspecified,NAD83,,,,,,,US,27,023,,,,,,,,,,STORET
USIOUX_WQX,Upper Sioux Community,USIOUX_WQX-MP:HC,Mid-Point: Hazel Creek,River/Stream,,07020004,,,,,44.7622470000,-95.5339010000,,,,Unknown,UNKWN,,,,,,,US,27,173,,,,,,,,,,STORET
USIOUX_WQX,Upper Sioux Community,USIOUX_WQX-OSR:MNR,Oak Savanna Road: Minnesota River,River/Stream,,07020004,,,,,44.7508290000,-95.4890320000,,,,GPS-Unspecified,OTHER,,,,,,,US,27,173,,,,,,,,,,STORET
USIOUX_WQX,Upper Sioux Community,USIOUX_WQX-SPRING 2,Groundwater Spring #2,Spring,"ESTABLISHMENT_DATE= 01-JAN-01 Station Type= Spring None
This Spring is west of Spring #1, and north of Tim Blue's land and Initipi",07020004,,,,,44.7543000000,-95.5022000000,,,,GPS-Unspecified,NAD83,,,,,,,US,27,173,,,,,,,,,,STORET
USIOUX_WQX,Upper Sioux Community,USIOUX_WQX-SPRING 3,Groundwater Spring #3,Spring,This Spring is east of Spring #4. It is the historical Community drinking water site with a pipe and with the collection basin from 1938 (or older),07020004,,,,,44.7588900000,-95.5138000000,,,,GPS-Unspecified,NAD83,,,,,,,US,27,173,,,,,,,,,,STORET
USIOUX_WQX,Upper Sioux Community,USIOUX_WQX-WC:MNR,Weir Channel: Minnesota River,River/Stream,,07020004,,,,,44.7532250000,-95.4918020000,,,,Unknown,UNKWN,,,,,,,US,27,173,,,,,,,,,,STORET
USIOUX_WQX,Upper Sioux Community,USIOUX_WQX-YMR: Hwy 274 Bridge,Yellow Medicine River: Highway 274 Bridge,River/Stream,Highway 274 East side of Bridge on the Yellow Medicine River,07020004,,,,,44.7152000000,-95.5440200000,,,,GPS-Unspecified,WGS84,991,ft,,,Unknown,UNKWN,US,27,173,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-001,Mississippi River at Prescot,River/Stream,"DATA FROM WISCONSIN DEPARTMENT OF NATURAL RESOURCES FISH SAMPLING PROGRAMS FOR MERCURY, PCBS, AND PESTICIDES SAMPLE TAKEN FROM MISSISSIPPI RIVER AT PRESCOTT",07040001,,,,,44.7452720000,-92.7991680000,,,,Unknown,NAD83,,,,,,,US,55,093,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-013012,Little Roche A Cri Creek at Sth 13,River/Stream,,07070003,,,,,43.9750650000,-89.8171350000,12000,,,Interpolation-Photo,NAD83,,,,,,,US,55,001,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-013032,Carter Creek at Sth 21,River/Stream,,07070003,,,,,44.0250520000,-89.7987520000,,,,Interpolation-Photo,NAD83,,,,,,,US,55,001,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-013135,Neenah Creek - Hwy G (Downstream From McGinnis Lake),River/Stream,"STATION FOR LAURA HERMAN	 OF NCD RHINELANDER	(715)369-8984 ABOVE HWY G, DOWNSTREAM FROM MCGINNIS LAKE.  SOME AG IN AREA WENT UPSTREAM APPROX 500'.",04030201,,,,,43.8379020000,-89.6431300000,12000,,,Interpolation-Photo,NAD83,,,,,,,US,55,001,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-013136,NEENAH CREEK - NEENAH CREEK CTY A ABOVE BRIDGE,River/Stream,STATION FOR LAURA HERMAN		OF NCD RHINELANDER     (715)369-8984 NEENAH CREEKCTH A ABOVE BRIDGE.  COLLECTED INSECTS ON ROCKS RIGHT ABOVE BRIDGE.,04030201,,,,,43.8254800000,-89.6371100000,,,,Interpolation-Photo,NAD83,,,,,,,US,55,001,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-013149,NEENAH CREEK - ADJACENT TO 1ST LANE,River/Stream,STATION FOR LAURA HERMAN		OF NCD RHINELANDER     (715)369-8984 ADJACENT TO 1ST LANE - WALKED UPSTREAM TO RIFFLE AREA ABOUT 700 FT,04030201,,,,,43.7973070000,-89.6157480000,,,,Unknown,NAD83,,,,,,,US,55,001,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-013172,Unnamed Creek To Lake Camelot - Aniwa Ln,River/Stream,,07070003,,,,,44.2028580000,-89.7205350000,12000,,,Interpolation-Photo,NAD83,,,,,,,US,55,001,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-013173,Fourteen Mile Creek (Ditch # 7) - CTH D,River/Stream,baseline monitoring,07070003,,,,,44.2199800000,-89.7186600000,12000,,,Interpolation-Photo,NAD83,,,,,,,US,55,001,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-013190,Campbell Creek at 9th Dr,River/Stream,,07070003,,,,,43.8391400000,-89.7671060000,,,,Interpolation-Photo,NAD83,,,,,,,US,55,001,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-018,Mississippi River - Below Wisc. River,River/Stream,"DATA FROM WISCONSIN DEPARTMENT OF NATURAL RESOURCES FISH SAMPLING PROGRAMS FOR MERCURY, PCBS, AND PESTICIDES SAMPLE TAKEN FROM MISSISSIPPI RIVER BELOW WISCONSIN RIVER.",07060003,,,,,42.9749420000,-91.1501230000,,,,Unknown,NAD83,,,,,,,US,55,043,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-043097,EIGHTEEN MILE CREEK - 20 m upstream OLD HWY 63 - Station #3,River/Stream,STATION FOR JOE BALL		OF MADISON	       (608)266-7390 STATION ESTABLISHED TO MONITOR FOR CRYPTOSPORIDIUM AND GIARDIA. NW 1/4 OF SW 1/4,04010302,,,,,46.3602750000,-91.1248100000,12000,,,Interpolation-Photo,NAD83,,,,,,,US,55,007,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-053508,EAST RIVER - MALLARD ROAD,River/Stream,STATION FOR CHERYL BOUGIE	OF LMD GREEN BAY       (414)492-5902 EAST RIVER MALLARD ROAD NPS SAMPLING PRIORITY WATERSHED DEMO PROJECT.,04030204,,,,,44.3354570000,-88.1120300000,,,,Interpolation-Photo,NAD83,,,,,,,US,55,009,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-053675,EAST RIVER - HWY G,River/Stream,Lat/long estimated,04030204,,,,,44.4355030000,-88.0245650000,,,,Unknown,NAD83,,,,,,,US,55,009,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-053683,Baird Creek at Preble WI,River/Stream,,04030204,,,,,44.5074160000,-87.9675440000,,,,Unknown,NAD83,,,,,,,US,55,009,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-063029,MISSISSIPPI RIVER-POOL 4 - LOCK+DAM # 4 AT ALMA,River/Stream,TECHNIQUES.  ANALYTICAL METHODS WERE NOT EPA APPROVED. SOME METAL SAMPLES WERE COLLECTED AND ANALYZED USING CLEAN,07040003,,,,,44.3250800000,-91.9191600000,,,,Unknown,NAD83,,,,,,,US,55,011,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-083121,MUD CREEK - MUD CREEK RD,River/Stream,,04030203,,,,,44.0535180000,-88.3170840000,,,,Unknown,NAD83,,,,,,,US,55,015,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10001084,CORNELL FLOWAGE - CORNELL FLOWAGE,Riverine Impoundment,polygon station,07050005,,,,,45.1700000000,-91.1600000000,,,,Interpolation-Other,NAD83,,,,,,,US,55,017,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10007883,Pine River - Apache Road,River/Stream,Fisheries and Habitat Station,04030202,,,,,44.1958470000,-89.1828400000,,,,GPS-Unspecified,NAD83,,,,,,,US,55,137,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10007896,Davies Creek - CTH K,River/Stream,Fisheries and Habitat Station,04030202,,,,,44.2126240000,-89.1966700000,,,,GPS-Unspecified,NAD83,,,,,,,US,55,137,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10007920,Willow Creek - CTH G (15),River/Stream,Fisheries and Habitat Station,04030202,,,,,44.1656380000,-89.2293800000,,,,GPS-Unspecified,NAD83,,,,,,,US,55,137,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10008074,Upper Pine Creek,River/Stream,Fisheries and Habitat Station,07050007,,,,,45.2160150000,-91.7639540000,,,,GPS-Unspecified,NAD83,,,,,,,US,55,005,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10008325,Tomorrow River at Clementson Rd,River/Stream,Fisheries and Habitat Station,04030202,,,,,44.5242800000,-89.3381040000,,,,GPS-Unspecified,NAD27,,,,,,,US,55,097,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10008353,South Branch Little Wolf River - Paulson Rd,River/Stream,Fisheries and Habitat Station,04030202,,,,,44.5475960000,-89.1827100000,,,,GPS-Unspecified,WGS84,,,,,,,US,55,135,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10008366,Leer Creek at Roosevelt Road,River/Stream,Fisheries and Habitat Station,04030202,,,,,44.5693930000,-89.1723200000,,,,GPS-Unspecified,WGS84,,,,,,,US,55,135,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10008387,Plover River - Bentley Rd (Site 9),River/Stream,Fisheries and Habitat Station,07070003,,,,,44.6513980000,-89.4714050000,,,,GPS-Unspecified,NAD27,,,,,,,US,55,097,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10008893,2   Lost Creek Pepin,River/Stream,Fisheries and Habitat Station,07040001,,,,,44.4567030000,-92.1753100000,,,,GPS-Unspecified,WGS84,,,,,,,US,55,091,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10008953,Boyd Spring 1-Boyd Spring Rd.,River/Stream,"Fisheries and Habitat Station
WBIC should be 2051470",07050005,,,,,44.5506400000,-92.0924800000,12000,,,Interpolation-Photo,NAD83,,,,,,,US,55,091,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10009156,Unnamed Ditch 13-13 Upstream Of Confluence W/Leola Ditch Site 1,River/Stream,Fisheries and Habitat Station,07070003,,,,,44.2035560000,-89.7211600000,,,,GPS-Unspecified,NAD27,,,,,,,US,55,001,,,,,,,,,,STORET
